site,Month,P,T,F,RAIN,SNOW,PACK,MELT,W,PET,W - PET,SOIL,/\SOIL,ET,W-ET-/\SOIL,D,year
BIBE-NLM,6,29.25898564,28.30402743,1,29.25898564,0,0,0,29.25898564,157.5729378,-128.3139521,0,0,29.25898564,0,128.3139521,1979
BIBE-NLM,7,56.80146729,28.09408628,1,56.80146729,0,0,0,56.80146729,160.9587225,-104.1572552,0,0,56.80146729,0,104.1572552,1979
BIBE-NLM,8,43.98388009,27.45411311,1,43.98388009,0,0,0,43.98388009,155.3814244,-111.3975443,0,0,43.98388009,0,111.3975443,1979
BIBE-NLM,9,35.8263535,24.57081698,1,35.8263535,0,0,0,35.8263535,127.9963841,-92.17003064,0,0,35.8263535,0,92.17003064,1979
BIBE-NLM,10,34.48488001,19.35533634,1,34.48488001,0,0,0,34.48488001,97.89496625,-63.41008624,0,0,34.48488001,0,63.41008624,1979
BIBE-NLM,11,9.343240586,14.56426671,1,9.343240586,0,0,0,9.343240586,71.04740141,-61.70416083,0,0,9.343240586,0,61.70416083,1979
BIBE-NLM,12,10.41704532,9.43846155,1,10.41704532,0,0,0,10.41704532,53.27664354,-42.85959822,0,0,10.41704532,0,42.85959822,1979
BIBE-NLM,1,15.60406483,9.230143098,1,15.60406483,0,0,0,15.60406483,52.57159822,-36.96753339,0,0,15.60406483,0,36.96753339,1980
BIBE-NLM,2,8.516750452,11.9152017,1,8.516750452,0,0,0,8.516750452,56.28026225,-47.7635118,0,0,8.516750452,0,47.7635118,1980
BIBE-NLM,3,15.57595453,15.83642787,1,15.57595453,0,0,0,15.57595453,79.33197419,-63.75601966,0,0,15.57595453,0,63.75601966,1980
BIBE-NLM,4,12.31753662,20.49906644,1,12.31753662,0,0,0,12.31753662,101.3081741,-88.99063747,0,0,12.31753662,0,88.99063747,1980
BIBE-NLM,5,31.44535355,24.7921352,1,31.44535355,0,0,0,31.44535355,133.9259169,-102.4805634,0,0,31.44535355,0,102.4805634,1980
BIBE-NLM,6,50.89369787,27.56634137,1,50.89369787,0,0,0,50.89369787,151.303845,-100.4101471,0,0,50.89369787,0,100.4101471,1980
BIBE-NLM,7,56.08277643,27.11957068,1,56.08277643,0,0,0,56.08277643,152.5325553,-96.44977887,0,0,56.08277643,0,96.44977887,1980
BIBE-NLM,8,45.53831389,27.14217753,1,45.53831389,0,0,0,45.53831389,152.7236454,-107.1853315,0,0,45.53831389,0,107.1853315,1980
BIBE-NLM,9,39.1734261,24.48102137,1,39.1734261,0,0,0,39.1734261,127.3483447,-88.17491856,0,0,39.1734261,0,88.17491856,1980
BIBE-NLM,10,27.87086592,19.15269768,1,27.87086592,0,0,0,27.87086592,96.73247145,-68.86160553,0,0,27.87086592,0,68.86160553,1980
BIBE-NLM,11,12.35683321,13.71217573,1,12.35683321,0,0,0,12.35683321,67.42269969,-55.06586648,0,0,12.35683321,0,55.06586648,1980
BIBE-NLM,12,6.011139233,9.864863685,1,6.011139233,0,0,0,6.011139233,54.74545388,-48.73431465,0,0,6.011139233,0,48.73431465,1980
BIBE-NLM,1,12.60628215,9.59071259,1,12.60628215,0,0,0,12.60628215,53.79711562,-41.19083346,0,0,12.60628215,0,41.19083346,1981
BIBE-NLM,2,9.963679472,11.97008814,1,9.963679472,0,0,0,9.963679472,56.47389768,-46.51021821,0,0,9.963679472,0,46.51021821,1981
BIBE-NLM,3,7.302275763,16.26563069,1,7.302275763,0,0,0,7.302275763,81.41899605,-74.11672029,0,0,7.302275763,0,74.11672029,1981
BIBE-NLM,4,21.61461518,20.1827478,1,21.61461518,0,0,0,21.61461518,99.45263792,-77.83802274,0,0,21.61461518,0,77.83802274,1981
BIBE-NLM,5,35.37096438,25.00530937,1,35.37096438,0,0,0,35.37096438,135.5446832,-100.1737189,0,0,35.37096438,0,100.1737189,1981
BIBE-NLM,6,51.21880823,27.53817439,1,51.21880823,0,0,0,51.21880823,151.0687807,-99.84997246,0,0,51.21880823,0,99.84997246,1981
BIBE-NLM,7,44.4124355,27.78705434,1,44.4124355,0,0,0,44.4124355,158.2618979,-113.8494624,0,0,44.4124355,0,113.8494624,1981
BIBE-NLM,8,48.96198753,27.16617646,1,48.96198753,0,0,0,48.96198753,152.9267272,-103.9647396,0,0,48.96198753,0,103.9647396,1981
BIBE-NLM,9,39.86458535,24.36716197,1,39.86458535,0,0,0,39.86458535,126.5307015,-86.66611618,0,0,39.86458535,0,86.66611618,1981
BIBE-NLM,10,30.89871527,19.57268081,1,30.89871527,0,0,0,30.89871527,99.15521279,-68.25649752,0,0,30.89871527,0,68.25649752,1981
BIBE-NLM,11,7.537394334,14.36062467,1,7.537394334,0,0,0,7.537394334,70.16612647,-62.62873214,0,0,7.537394334,0,62.62873214,1981
BIBE-NLM,12,10.31187286,9.929687254,1,10.31187286,0,0,0,10.31187286,54.97180206,-44.6599292,0,0,10.31187286,0,44.6599292,1981
BIBE-NLM,1,16.15236245,8.980590033,1,16.15236245,0,0,0,16.15236245,51.73768568,-35.58532323,0,0,16.15236245,0,35.58532323,1982
BIBE-NLM,2,13.63378154,11.76373741,1,13.63378154,0,0,0,13.63378154,55.74889267,-42.11511113,0,0,13.63378154,0,42.11511113,1982
BIBE-NLM,3,6.626802878,16.01140496,1,6.626802878,0,0,0,6.626802878,80.1771509,-73.55034802,0,0,6.626802878,0,73.55034802,1982
BIBE-NLM,4,12.12429662,20.57995499,1,12.12429662,0,0,0,12.12429662,101.7874366,-89.66313998,0,0,12.12429662,0,89.66313998,1982
BIBE-NLM,5,30.5437091,25.32362841,1,30.5437091,0,0,0,30.5437091,137.9931981,-107.449489,0,0,30.5437091,0,107.449489,1982
BIBE-NLM,6,38.67125744,27.47285922,1,38.67125744,0,0,0,38.67125744,150.5249068,-111.8536494,0,0,38.67125744,0,111.8536494,1982
BIBE-NLM,7,59.6354235,27.52366168,1,59.6354235,0,0,0,59.6354235,155.979382,-96.34395851,0,0,59.6354235,0,96.34395851,1982
BIBE-NLM,8,42.05487414,26.95497552,1,42.05487414,0,0,0,42.05487414,151.1474537,-109.0925795,0,0,42.05487414,0,109.0925795,1982
BIBE-NLM,9,29.82351223,24.17853727,1,29.82351223,0,0,0,29.82351223,125.1860958,-95.36258353,0,0,29.82351223,0,95.36258353,1982
BIBE-NLM,10,41.45432202,19.21872842,1,41.45432202,0,0,0,41.45432202,97.10995931,-55.65563729,0,0,41.45432202,0,55.65563729,1982
BIBE-NLM,11,14.70919932,13.85717687,1,14.70919932,0,0,0,14.70919932,68.02795552,-53.3187562,0,0,14.70919932,0,53.3187562,1982
BIBE-NLM,12,21.17834406,9.131326392,1,21.17834406,0,0,0,21.17834406,52.24000308,-31.06165902,0,0,21.17834406,0,31.06165902,1982
BIBE-NLM,1,15.36319377,8.84674882,1,15.36319377,0,0,0,15.36319377,51.29519524,-35.93200146,0,0,15.36319377,0,35.93200146,1983
BIBE-NLM,2,9.706089661,11.03520467,1,9.706089661,0,0,0,9.706089661,53.25342371,-43.54733405,0,0,9.706089661,0,43.54733405,1983
BIBE-NLM,3,8.716987412,15.17208798,1,8.716987412,0,0,0,8.716987412,76.19288514,-67.47589772,0,0,8.716987412,0,67.47589772,1983
BIBE-NLM,4,18.37947287,20.12522357,1,18.37947287,0,0,0,18.37947287,99.11836962,-80.73889675,0,0,18.37947287,0,80.73889675,1983
BIBE-NLM,5,31.17169615,24.22915221,1,31.17169615,0,0,0,31.17169615,129.7305465,-98.55885038,0,0,31.17169615,0,98.55885038,1983
BIBE-NLM,6,54.70912886,27.23669169,1,54.70912886,0,0,0,54.70912886,148.5723659,-93.863237,0,0,54.70912886,0,93.863237,1983
BIBE-NLM,7,65.51029062,27.65888746,1,65.51029062,0,0,0,65.51029062,157.1476694,-91.63737882,0,0,65.51029062,0,91.63737882,1983
BIBE-NLM,8,56.4973975,26.87911744,1,56.4973975,0,0,0,56.4973975,150.5127383,-94.01534076,0,0,56.4973975,0,94.01534076,1983
BIBE-NLM,9,46.8789732,24.04065656,1,46.8789732,0,0,0,46.8789732,124.2110134,-77.33204017,0,0,46.8789732,0,77.33204017,1983
BIBE-NLM,10,31.73817834,19.75383823,1,31.73817834,0,0,0,31.73817834,100.2163105,-68.47813217,0,0,31.73817834,0,68.47813217,1983
BIBE-NLM,11,11.08684088,13.0873553,1,11.08684088,0,0,0,11.08684088,64.86767927,-53.78083839,0,0,11.08684088,0,53.78083839,1983
BIBE-NLM,12,10.67428961,8.601833762,1,10.67428961,0,0,0,10.67428961,50.49400015,-39.81971055,0,0,10.67428961,0,39.81971055,1983
BIBE-NLM,1,14.98784667,8.301311001,1,14.98784667,0,0,0,14.98784667,49.52578214,-34.53793547,0,0,14.98784667,0,34.53793547,1984
BIBE-NLM,2,5.408430269,11.54292624,1,5.408430269,0,0,0,5.408430269,54.982041,-49.57361073,0,0,5.408430269,0,49.57361073,1984
BIBE-NLM,3,10.61599443,15.4633432,1,10.61599443,0,0,0,10.61599443,77.55560547,-66.93961103,0,0,10.61599443,0,66.93961103,1984
BIBE-NLM,4,7.73677385,20.03007538,1,7.73677385,0,0,0,7.73677385,98.56759976,-90.83082591,0,0,7.73677385,0,90.83082591,1984
BIBE-NLM,5,32.81934507,24.67556047,1,32.81934507,0,0,0,32.81934507,133.0477457,-100.2284006,0,0,32.81934507,0,100.2284006,1984
BIBE-NLM,6,48.70890314,27.30449755,1,48.70890314,0,0,0,48.70890314,149.1307194,-100.4218163,0,0,48.70890314,0,100.4218163,1984
BIBE-NLM,7,61.62901905,27.83989836,1,61.62901905,0,0,0,61.62901905,158.723272,-97.09425294,0,0,61.62901905,0,97.09425294,1984
BIBE-NLM,8,43.77569341,27.24281547,1,43.77569341,0,0,0,43.77569341,153.5768095,-109.8011161,0,0,43.77569341,0,109.8011161,1984
BIBE-NLM,9,28.37579465,24.63109426,1,28.37579465,0,0,0,28.37579465,128.4329846,-100.0571899,0,0,28.37579465,0,100.0571899,1984
BIBE-NLM,10,36.59633682,19.60025246,1,36.59633682,0,0,0,36.59633682,99.31608039,-62.71974357,0,0,36.59633682,0,62.71974357,1984
BIBE-NLM,11,13.94776629,13.79003479,1,13.94776629,0,0,0,13.94776629,67.7471119,-53.79934561,0,0,13.94776629,0,53.79934561,1984
BIBE-NLM,12,12.0019615,8.781575726,1,12.0019615,0,0,0,12.0019615,51.08092136,-39.07895986,0,0,12.0019615,0,39.07895986,1984
BIBE-NLM,1,15.49744756,9.215612793,1,15.49744756,0,0,0,15.49744756,52.52272503,-37.02527747,0,0,15.49744756,0,37.02527747,1985
BIBE-NLM,2,12.87849377,11.81185344,1,12.87849377,0,0,0,12.87849377,55.91722026,-43.03872649,0,0,12.87849377,0,43.03872649,1985
BIBE-NLM,3,9.877924566,15.69706322,1,9.877924566,0,0,0,9.877924566,78.66434021,-68.78641564,0,0,9.877924566,0,68.78641564,1985
BIBE-NLM,4,15.22742924,20.76238846,1,15.22742924,0,0,0,15.22742924,102.8755359,-87.64810664,0,0,15.22742924,0,87.64810664,1985
BIBE-NLM,5,34.70214284,25.25487604,1,34.70214284,0,0,0,34.70214284,137.4611582,-102.7590154,0,0,34.70214284,0,102.7590154,1985
BIBE-NLM,6,51.67256345,27.89573181,1,51.67256345,0,0,0,51.67256345,154.0761294,-102.4035659,0,0,51.67256345,0,102.4035659,1985
BIBE-NLM,7,54.70148477,27.73453229,1,54.70148477,0,0,0,54.70148477,157.804476,-103.1029913,0,0,54.70148477,0,103.1029913,1985
BIBE-NLM,8,57.03630547,26.84739513,1,57.03630547,0,0,0,57.03630547,150.2479929,-93.21168741,0,0,57.03630547,0,93.21168741,1985
BIBE-NLM,9,25.45037677,24.14388807,1,25.45037677,0,0,0,25.45037677,124.9404415,-99.49006476,0,0,25.45037677,0,99.49006476,1985
BIBE-NLM,10,29.05053585,19.45691393,1,29.05053585,0,0,0,29.05053585,98.48221998,-69.43168413,0,0,29.05053585,0,69.43168413,1985
BIBE-NLM,11,15.08747691,13.73410683,1,15.08747691,0,0,0,15.08747691,67.51394262,-52.42646572,0,0,15.08747691,0,52.42646572,1985
BIBE-NLM,12,6.339472352,8.88746488,1,6.339472352,0,0,0,6.339472352,51.4294564,-45.08998405,0,0,6.339472352,0,45.08998405,1985
BIBE-NLM,1,9.872081287,9.276247923,1,9.872081287,0,0,0,9.872081287,52.72693524,-42.85485395,0,0,9.872081287,0,42.85485395,1986
BIBE-NLM,2,15.02220632,11.83298533,1,15.02220632,0,0,0,15.02220632,55.99128669,-40.96908037,0,0,15.02220632,0,40.96908037,1986
BIBE-NLM,3,10.89463793,15.37593642,1,10.89463793,0,0,0,10.89463793,77.14444974,-66.24981181,0,0,10.89463793,0,66.24981181,1986
BIBE-NLM,4,11.79054304,20.4756663,1,11.79054304,0,0,0,11.79054304,101.1698925,-89.37934941,0,0,11.79054304,0,89.37934941,1986
BIBE-NLM,5,32.32167612,24.95125526,1,32.32167612,0,0,0,32.32167612,135.1326319,-102.8109558,0,0,32.32167612,0,102.8109558,1986
BIBE-NLM,6,44.31579313,28.09893595,1,44.31579313,0,0,0,44.31579313,155.8080331,-111.4922399,0,0,44.31579313,0,111.4922399,1986
BIBE-NLM,7,39.03868119,28.32679527,1,39.03868119,0,0,0,39.03868119,163.0289164,-123.9902352,0,0,39.03868119,0,123.9902352,1986
BIBE-NLM,8,58.09635978,26.9622804,1,58.09635978,0,0,0,58.09635978,151.2086958,-93.11233598,0,0,58.09635978,0,93.11233598,1986
BIBE-NLM,9,39.27912241,24.45661982,1,39.27912241,0,0,0,39.27912241,127.1727314,-87.89360902,0,0,39.27912241,0,87.89360902,1986
BIBE-NLM,10,42.84213613,19.66914742,1,42.84213613,0,0,0,42.84213613,99.71903529,-56.87689917,0,0,42.84213613,0,56.87689917,1986
BIBE-NLM,11,8.369896662,14.22611267,1,8.369896662,0,0,0,8.369896662,69.58922401,-61.21932735,0,0,8.369896662,0,61.21932735,1986
BIBE-NLM,12,10.10446327,9.492350818,1,10.10446327,0,0,0,10.10446327,53.46036203,-43.35589876,0,0,10.10446327,0,43.35589876,1986
BIBE-NLM,1,13.00688369,8.971667727,1,13.00688369,0,0,0,13.00688369,51.70808488,-38.70120119,0,0,13.00688369,0,38.70120119,1987
BIBE-NLM,2,8.34589189,11.43705496,1,8.34589189,0,0,0,8.34589189,54.61762113,-46.27172924,0,0,8.34589189,0,46.27172924,1987
BIBE-NLM,3,9.964281575,15.02982453,1,9.964281575,0,0,0,9.964281575,75.53483581,-65.57055424,0,0,9.964281575,0,65.57055424,1987
BIBE-NLM,4,10.74158615,20.18134969,1,10.74158615,0,0,0,10.74158615,99.4445021,-88.70291595,0,0,10.74158615,0,88.70291595,1987
BIBE-NLM,5,23.47276287,24.88426989,1,23.47276287,0,0,0,23.47276287,134.6235016,-111.1507388,0,0,23.47276287,0,111.1507388,1987
BIBE-NLM,6,48.70506482,27.61718452,1,48.70506482,0,0,0,48.70506482,151.7289456,-103.0238808,0,0,48.70506482,0,103.0238808,1987
BIBE-NLM,7,33.66274407,28.34146955,1,33.66274407,0,0,0,33.66274407,163.160222,-129.4974779,0,0,33.66274407,0,129.4974779,1987
BIBE-NLM,8,48.32517531,27.59784935,1,48.32517531,0,0,0,48.32517531,156.6194019,-108.2942266,0,0,48.32517531,0,108.2942266,1987
BIBE-NLM,9,29.93773216,24.2511056,1,29.93773216,0,0,0,29.93773216,125.7019344,-95.76420227,0,0,29.93773216,0,95.76420227,1987
BIBE-NLM,10,24.12005126,19.66913516,1,24.12005126,0,0,0,24.12005126,99.71896348,-75.59891223,0,0,24.12005126,0,75.59891223,1987
BIBE-NLM,11,7.879465939,13.77751035,1,7.879465939,0,0,0,7.879465939,67.6948357,-59.81536977,0,0,7.879465939,0,59.81536977,1987
BIBE-NLM,12,7.881365468,9.691751246,1,7.881365468,0,0,0,7.881365468,54.14495185,-46.26358638,0,0,7.881365468,0,46.26358638,1987
BIBE-NLM,1,13.12401827,9.042282671,1,13.12401827,0,0,0,13.12401827,51.94276171,-38.81874344,0,0,13.12401827,0,38.81874344,1988
BIBE-NLM,2,9.925328664,11.56309086,1,9.925328664,0,0,0,9.925328664,55.05168844,-45.12635978,0,0,9.925328664,0,45.12635978,1988
BIBE-NLM,3,8.322276342,16.02035682,1,8.322276342,0,0,0,8.322276342,80.22059902,-71.89832268,0,0,8.322276342,0,71.89832268,1988
BIBE-NLM,4,15.73706217,20.25932856,1,15.73706217,0,0,0,15.73706217,99.89915124,-84.16208907,0,0,15.73706217,0,84.16208907,1988
BIBE-NLM,5,25.67127843,25.13667196,1,25.67127843,0,0,0,25.67127843,136.5505595,-110.879281,0,0,25.67127843,0,110.879281,1988
BIBE-NLM,6,35.46753759,28.10074994,1,35.46753759,0,0,0,35.46753759,155.8235686,-120.356031,0,0,35.46753759,0,120.356031,1988
BIBE-NLM,7,48.84910247,28.47296098,1,48.84910247,0,0,0,48.84910247,164.3408644,-115.4917619,0,0,48.84910247,0,115.4917619,1988
BIBE-NLM,8,52.53096175,27.41272805,1,52.53096175,0,0,0,52.53096175,155.0265431,-102.4955814,0,0,52.53096175,0,102.4955814,1988
BIBE-NLM,9,40.38144158,24.72706505,1,40.38144158,0,0,0,40.38144158,129.1307642,-88.74932263,0,0,40.38144158,0,88.74932263,1988
BIBE-NLM,10,30.16651691,19.47604877,1,30.16651691,0,0,0,30.16651691,98.5931846,-68.42666769,0,0,30.16651691,0,68.42666769,1988
BIBE-NLM,11,12.74972392,13.63304906,1,12.74972392,0,0,0,12.74972392,67.09438612,-54.3446622,0,0,12.74972392,0,54.3446622,1988
BIBE-NLM,12,8.48690865,9.395749344,1,8.48690865,0,0,0,8.48690865,53.1314198,-44.64451115,0,0,8.48690865,0,44.64451115,1988
BIBE-NLM,1,13.45997291,9.164230765,1,13.45997291,0,0,0,13.45997291,52.35021642,-38.89024351,0,0,13.45997291,0,38.89024351,1989
BIBE-NLM,2,7.100893229,12.51700647,1,7.100893229,0,0,0,7.100893229,58.43518733,-51.3342941,0,0,7.100893229,0,51.3342941,1989
BIBE-NLM,3,7.143151051,16.18974784,1,7.143151051,0,0,0,7.143151051,81.04659213,-73.90344108,0,0,7.143151051,0,73.90344108,1989
BIBE-NLM,4,21.80879941,20.46412613,1,21.80879941,0,0,0,21.80879941,101.1017565,-79.29295711,0,0,21.80879941,0,79.29295711,1989
BIBE-NLM,5,32.34606028,25.41297066,1,32.34606028,0,0,0,32.34606028,138.6872177,-106.3411574,0,0,32.34606028,0,106.3411574,1989
BIBE-NLM,6,46.3009473,28.00193962,1,46.3009473,0,0,0,46.3009473,154.9792629,-108.6783156,0,0,46.3009473,0,108.6783156,1989
BIBE-NLM,7,64.8512361,27.81522948,1,64.8512361,0,0,0,64.8512361,158.5077477,-93.65651165,0,0,64.8512361,0,93.65651165,1989
BIBE-NLM,8,73.76743267,27.2406489,1,73.76743267,0,0,0,73.76743267,153.5583992,-79.7909665,0,0,73.76743267,0,79.7909665,1989
BIBE-NLM,9,38.02394328,24.34748166,1,38.02394328,0,0,0,38.02394328,126.3898329,-88.36588961,0,0,38.02394328,0,88.36588961,1989
BIBE-NLM,10,29.88218479,19.63550688,1,29.88218479,0,0,0,29.88218479,99.52210156,-69.63991676,0,0,29.88218479,0,69.63991676,1989
BIBE-NLM,11,13.71210187,13.88372953,1,13.71210187,0,0,0,13.71210187,68.13929873,-54.42719686,0,0,13.71210187,0,54.42719686,1989
BIBE-NLM,12,12.65880987,8.751593362,1,12.65880987,0,0,0,12.65880987,50.98260805,-38.32379817,0,0,12.65880987,0,38.32379817,1989
BIBE-NLM,1,17.3382636,8.016355256,1,17.3382636,0,0,0,17.3382636,48.62267456,-31.28441096,0,0,17.3382636,0,31.28441096,1990
BIBE-NLM,2,16.72240895,11.4865918,1,16.72240895,0,0,0,16.72240895,54.78787022,-38.06546127,0,0,16.72240895,0,38.06546127,1990
BIBE-NLM,3,14.62388498,15.68213117,1,14.62388498,0,0,0,14.62388498,78.59309667,-63.96921169,0,0,14.62388498,0,63.96921169,1990
BIBE-NLM,4,15.00559771,20.55985919,1,15.00559771,0,0,0,15.00559771,101.6681873,-86.66258957,0,0,15.00559771,0,86.66258957,1990
BIBE-NLM,5,35.97843756,25.35257659,1,35.97843756,0,0,0,35.97843756,138.2177427,-102.2393052,0,0,35.97843756,0,102.2393052,1990
BIBE-NLM,6,53.85412184,27.45958028,1,53.85412184,0,0,0,53.85412184,150.4145401,-96.5604183,0,0,53.85412184,0,96.5604183,1990
BIBE-NLM,7,40.98786265,27.89316581,1,40.98786265,0,0,0,40.98786265,159.189511,-118.2016484,0,0,40.98786265,0,118.2016484,1990
BIBE-NLM,8,58.03931624,27.29548426,1,58.03931624,0,0,0,58.03931624,154.0249415,-95.98562521,0,0,58.03931624,0,95.98562521,1990
BIBE-NLM,9,34.96187428,24.50314568,1,34.96187428,0,0,0,34.96187428,127.5077493,-92.54587502,0,0,34.96187428,0,92.54587502,1990
BIBE-NLM,10,24.8453833,19.59737074,1,24.8453833,0,0,0,24.8453833,99.29925637,-74.45387307,0,0,24.8453833,0,74.45387307,1990
BIBE-NLM,11,9.804573648,14.39592936,1,9.804573648,0,0,0,9.804573648,70.31822785,-60.51365421,0,0,9.804573648,0,60.51365421,1990
BIBE-NLM,12,6.494434534,9.86872753,1,6.494434534,0,0,0,6.494434534,54.75892276,-48.26448822,0,0,6.494434534,0,48.26448822,1990
BIBE-NLM,1,9.843047543,9.912335722,1,9.843047543,0,0,0,9.843047543,54.91113516,-45.06808762,0,0,9.843047543,0,45.06808762,1991
BIBE-NLM,2,14.30416908,12.15658122,1,14.30416908,0,0,0,14.30416908,57.13615762,-42.83198854,0,0,14.30416908,0,42.83198854,1991
BIBE-NLM,3,7.357805148,16.93168168,1,7.357805148,0,0,0,7.357805148,84.7517538,-77.39394865,0,0,7.357805148,0,77.39394865,1991
BIBE-NLM,4,19.89457262,20.59820562,1,19.89457262,0,0,0,19.89457262,101.8958411,-82.00126852,0,0,19.89457262,0,82.00126852,1991
BIBE-NLM,5,30.70029854,25.15495615,1,30.70029854,0,0,0,30.70029854,136.6910737,-105.9907752,0,0,30.70029854,0,105.9907752,1991
BIBE-NLM,6,42.25428678,27.90055216,1,42.25428678,0,0,0,42.25428678,154.117021,-111.8627342,0,0,42.25428678,0,111.8627342,1991
BIBE-NLM,7,66.413621,27.93352506,1,66.413621,0,0,0,66.413621,159.5435496,-93.12992863,0,0,66.413621,0,93.12992863,1991
BIBE-NLM,8,37.77312886,27.53716834,1,37.77312886,0,0,0,37.77312886,156.095737,-118.3226082,0,0,37.77312886,0,118.3226082,1991
BIBE-NLM,9,39.52412009,24.58159129,1,39.52412009,0,0,0,39.52412009,128.0743308,-88.55021067,0,0,39.52412009,0,88.55021067,1991
BIBE-NLM,10,37.06189882,19.54502103,1,37.06189882,0,0,0,37.06189882,98.99405704,-61.93215822,0,0,37.06189882,0,61.93215822,1991
BIBE-NLM,11,15.62936019,13.40963707,1,15.62936019,0,0,0,15.62936019,66.17486998,-50.54550979,0,0,15.62936019,0,50.54550979,1991
BIBE-NLM,12,9.068908626,9.828755434,1,9.068908626,0,0,0,9.068908626,54.61972416,-45.55081553,0,0,9.068908626,0,45.55081553,1991
BIBE-NLM,1,8.196671195,8.497916388,1,8.196671195,0,0,0,8.196671195,50.15735582,-41.96068463,0,0,8.196671195,0,41.96068463,1992
BIBE-NLM,2,10.60708643,11.30852124,1,10.60708643,0,0,0,10.60708643,54.1780141,-43.57092768,0,0,10.60708643,0,43.57092768,1992
BIBE-NLM,3,15.07625427,14.53522299,1,15.07625427,0,0,0,15.07625427,73.28516717,-58.2089129,0,0,15.07625427,0,58.2089129,1992
BIBE-NLM,4,13.43557656,19.58087199,1,13.43557656,0,0,0,13.43557656,96.00288479,-82.56730823,0,0,13.43557656,0,82.56730823,1992
BIBE-NLM,5,26.91317106,24.44580127,1,26.91317106,0,0,0,26.91317106,131.3314371,-104.418266,0,0,26.91317106,0,104.418266,1992
BIBE-NLM,6,51.03032659,27.22921186,1,51.03032659,0,0,0,51.03032659,148.5108826,-97.48055598,0,0,51.03032659,0,97.48055598,1992
BIBE-NLM,7,56.93249706,27.57884531,1,56.93249706,0,0,0,56.93249706,156.4552389,-99.52274187,0,0,56.93249706,0,99.52274187,1992
BIBE-NLM,8,62.282865,26.89843553,1,62.282865,0,0,0,62.282865,150.6741578,-88.39129283,0,0,62.282865,0,88.39129283,1992
BIBE-NLM,9,44.77152979,23.6402447,1,44.77152979,0,0,0,44.77152979,121.4162943,-76.64476446,0,0,44.77152979,0,76.64476446,1992
BIBE-NLM,10,28.37249013,19.6287226,1,28.37249013,0,0,0,28.37249013,99.48242668,-71.10993655,0,0,28.37249013,0,71.10993655,1992
BIBE-NLM,11,14.74202329,13.39687803,1,14.74202329,0,0,0,14.74202329,66.12268787,-51.38066458,0,0,14.74202329,0,51.38066458,1992
BIBE-NLM,12,9.053723139,8.926438559,1,9.053723139,0,0,0,9.053723139,51.55825818,-42.50453504,0,0,9.053723139,0,42.50453504,1992
BIBE-NLM,1,13.32440444,8.237099211,1,13.32440444,0,0,0,13.32440444,49.32101283,-35.99660839,0,0,13.32440444,0,35.99660839,1993
BIBE-NLM,2,13.71835168,10.89883671,1,13.71835168,0,0,0,13.71835168,52.79725589,-39.0789042,0,0,13.71835168,0,39.0789042,1993
BIBE-NLM,3,8.276480459,15.45463089,1,8.276480459,0,0,0,8.276480459,77.51453844,-69.23805798,0,0,8.276480459,0,69.23805798,1993
BIBE-NLM,4,8.267510441,20.67120003,1,8.267510441,0,0,0,8.267510441,102.3304075,-94.06289705,0,0,8.267510441,0,94.06289705,1993
BIBE-NLM,5,27.09952932,25.13196303,1,27.09952932,0,0,0,27.09952932,136.5143913,-109.414862,0,0,27.09952932,0,109.414862,1993
BIBE-NLM,6,50.87380906,28.03697339,1,50.87380906,0,0,0,50.87380906,155.278166,-104.4043569,0,0,50.87380906,0,104.4043569,1993
BIBE-NLM,7,65.29022592,28.04450049,1,65.29022592,0,0,0,65.29022592,160.5205323,-95.23030635,0,0,65.29022592,0,95.23030635,1993
BIBE-NLM,8,58.71144542,27.52842587,1,58.71144542,0,0,0,58.71144542,156.0204153,-97.30896984,0,0,58.71144542,0,97.30896984,1993
BIBE-NLM,9,36.51315262,24.74998779,1,36.51315262,0,0,0,36.51315262,129.2979114,-92.7847588,0,0,36.51315262,0,92.7847588,1993
BIBE-NLM,10,20.98950263,19.77690321,1,20.98950263,0,0,0,20.98950263,100.3521105,-79.36260782,0,0,20.98950263,0,79.36260782,1993
BIBE-NLM,11,11.43291267,13.48911715,1,11.43291267,0,0,0,11.43291267,66.50073324,-55.06782056,0,0,11.43291267,0,55.06782056,1993
BIBE-NLM,12,9.194193937,9.455840671,1,9.194193937,0,0,0,9.194193937,53.33583213,-44.1416382,0,0,9.194193937,0,44.1416382,1993
BIBE-NLM,1,13.07783131,9.271404931,1,13.07783131,0,0,0,13.07783131,52.71059943,-39.63276812,0,0,13.07783131,0,39.63276812,1994
BIBE-NLM,2,9.847284342,12.22981328,1,9.847284342,0,0,0,9.847284342,57.39805009,-47.55076575,0,0,9.847284342,0,47.55076575,1994
BIBE-NLM,3,7.198933725,16.40101606,1,7.198933725,0,0,0,7.198933725,82.08709358,-74.88815985,0,0,7.198933725,0,74.88815985,1994
BIBE-NLM,4,16.27633364,20.66599014,1,16.27633364,0,0,0,16.27633364,102.299338,-86.02300433,0,0,16.27633364,0,86.02300433,1994
BIBE-NLM,5,34.75236996,24.74840147,1,34.75236996,0,0,0,34.75236996,133.595883,-98.84351299,0,0,34.75236996,0,98.84351299,1994
BIBE-NLM,6,44.22978611,27.69656825,1,44.22978611,0,0,0,44.22978611,152.3947249,-108.1649388,0,0,44.22978611,0,108.1649388,1994
